Student ID,Student Name,Student ID.1,Attendance (%),Internal Marks,External Marks,Total Marks,Grade,Gender,Age,Religion/Caste,BPL Status,Parent Education Level,Family Income Range,DIKSHA Access,Digital Learning Hours,Participation in Quiz,Homework Submission Rate,Disciplinary Records,School Name,District,Student-Teacher Ratio,Electricity,Toilet Facilities,Library,Guardian Contact,Preferred Mode,Father Name,Mother Name,Class,Section,Class-Section,Teacher
S188,Felicia Santiago,S188,89.72,14,48,62,C,Female,13,OBC,No,Secondary,₹10–20k,No,9,No,86.61,0,Govt School ShikshaLens,Anantapur,29,Yes,Yes,Yes,9810069356,SMS,Matthew Martin,Rebecca Johnston,Class 4,B,Class 4-B, R.Rama Murthy
S189,Kenneth Newman,S189,76.92,11,32,43,D,Male,12,SC,No,Primary,"<₹10,000",No,10,No,70.37,2,Govt School ShikshaLens,Anantapur,42,Yes,Yes,No,9461616250,SMS,Christian Norton,Christine Dillon,Class 4,B,Class 4-B, R.Rama Murthy
S190,David Berry,S190,80.5,17,23,40,D,Female,10,OBC,No,,₹10–20k,No,2,Yes,61.2,2,Govt School ShikshaLens,Anantapur,46,No,Yes,Yes,9820511515,WhatsApp,Brian Small,Abigail Burton,Class 4,B,Class 4-B, R.Rama Murthy
S191,Nicholas Esparza,S191,60.21,35,38,73,B,Female,14,SC,Yes,,"<₹10,000",No,4,Yes,90.08,1,Govt School ShikshaLens,Anantapur,47,Yes,No,Yes,9426351920,SMS,Daniel Gallagher,Lisa Davis,Class 4,B,Class 4-B, R.Rama Murthy
S192,Jacob Reed,S192,71.46,15,20,35,D,Female,14,ST,No,,"<₹10,000",No,8,No,78.46,3,Govt School ShikshaLens,Anantapur,45,Yes,No,Yes,9348717183,SMS,Phillip Williams,Julie Porter,Class 4,B,Class 4-B, R.Rama Murthy
S193,Steven Mason DDS,S193,56.72,35,41,76,B,Female,12,SC,Yes,Secondary,₹10–20k,Yes,14,No,56.79,4,Govt School ShikshaLens,Anantapur,36,No,No,No,9237911187,WhatsApp,Brandon Stewart,Deborah Richardson,Class 4,B,Class 4-B, R.Rama Murthy
S194,Jay Davis,S194,87.77,26,54,80,B,Male,14,ST,Yes,Primary,>₹20k,Yes,3,No,67.59,1,Govt School ShikshaLens,Anantapur,47,Yes,Yes,Yes,9274843786,SMS,Jonathan Jackson,Sarah Ross,Class 4,B,Class 4-B, R.Rama Murthy
S195,Miss Cynthia Bell,S195,65.6,22,45,67,C,Male,12,General,Yes,,>₹20k,No,7,No,36.16,2,Govt School ShikshaLens,Anantapur,26,No,Yes,No,9073321814,WhatsApp,Mark Williams,Sara Alexander,Class 4,B,Class 4-B, R.Rama Murthy
S196,Ronald Brown,S196,88,20,37,57,C,Female,11,SC,No,Primary,₹10–20k,No,5,Yes,89.42,2,Govt School ShikshaLens,Anantapur,34,No,Yes,Yes,9395928981,WhatsApp,Adam Smith,Briana Collins,Class 4,B,Class 4-B, R.Rama Murthy
S197,Marcus Glover,S197,79.4,37,29,66,C,Male,10,ST,No,Secondary,>₹20k,Yes,0,No,70.22,1,Govt School ShikshaLens,Anantapur,44,No,Yes,Yes,9483745511,SMS,Paul Glover,Cheyenne Edwards,Class 4,B,Class 4-B, R.Rama Murthy
S198,Jennifer Pennington,S198,78.27,13,29,42,D,Female,12,ST,Yes,,₹10–20k,No,8,No,98.21,4,Govt School ShikshaLens,Anantapur,37,No,No,No,9438912794,WhatsApp,Antonio White,Shirley Lewis,Class 4,B,Class 4-B, R.Rama Murthy
S199,Jasmine Reese,S199,76.16,11,27,38,D,Male,10,SC,Yes,Secondary,₹10–20k,No,11,No,62.77,2,Govt School ShikshaLens,Anantapur,56,No,Yes,Yes,9984349008,WhatsApp,Douglas Jenkins,Molly Watkins,Class 4,B,Class 4-B, R.Rama Murthy
S200,Mary Shah,S200,95.94,11,25,36,D,Female,14,OBC,Yes,Primary,>₹20k,Yes,8,No,53.81,0,Govt School ShikshaLens,Anantapur,41,Yes,Yes,No,9545985356,WhatsApp,Robert Ray,Chloe Winters,Class 4,B,Class 4-B, R.Rama Murthy
S201,Paul Allen,S201,65.74,25,23,48,D,Male,12,SC,No,,₹10–20k,No,13,No,54.82,0,Govt School ShikshaLens,Anantapur,22,Yes,Yes,Yes,9317604347,SMS,Samuel Butler,Catherine Flynn,Class 5,A,Class 5-A,S.Althaf Hussain
S202,Erica Matthews,S202,37.46,13,43,56,C,Male,11,SC,Yes,Primary,"<₹10,000",Yes,3,Yes,93.69,3,Govt School ShikshaLens,Anantapur,30,No,Yes,No,9391163514,SMS,John Brown,Debra Burton,Class 5,A,Class 5-A,S.Althaf Hussain
S203,Brittany Combs,S203,78.56,26,49,75,B,Female,12,SC,No,,>₹20k,Yes,13,No,85.47,0,Govt School ShikshaLens,Anantapur,21,No,No,No,9826178355,WhatsApp,Stuart Jones,Donna Hayes,Class 5,A,Class 5-A,S.Althaf Hussain
S204,Teresa Flowers,S204,100,28,24,52,C,Female,11,OBC,Yes,,>₹20k,Yes,5,No,100,3,Govt School ShikshaLens,Anantapur,38,No,Yes,Yes,9306084084,SMS,Thomas Rhodes,Emily Martinez,Class 5,A,Class 5-A,S.Althaf Hussain
S205,Nathaniel Hamilton,S205,84.61,21,20,41,D,Male,11,SC,No,Primary,₹10–20k,No,13,Yes,63.7,4,Govt School ShikshaLens,Anantapur,30,No,Yes,No,9057184151,WhatsApp,Jacob Barr,Lisa Bell,Class 5,A,Class 5-A,S.Althaf Hussain
S206,Peter Cook,S206,72.03,12,52,64,C,Female,11,General,No,,"<₹10,000",Yes,7,Yes,89.54,1,Govt School ShikshaLens,Anantapur,24,No,Yes,Yes,9041127742,WhatsApp,Mr. Matthew Gonzalez Jr.,Jessica Moore,Class 5,A,Class 5-A,S.Althaf Hussain
S207,Robert Brown,S207,90.09,10,56,66,C,Female,10,General,No,Secondary,>₹20k,Yes,0,Yes,68.46,0,Govt School ShikshaLens,Anantapur,30,Yes,Yes,No,9119385981,WhatsApp,Robert Brown,Nicole Watkins,Class 5,A,Class 5-A,S.Althaf Hussain
S208,Ronald Meadows,S208,100,12,49,61,C,Male,10,SC,Yes,,₹10–20k,No,4,No,67.91,3,Govt School ShikshaLens,Anantapur,33,No,Yes,Yes,9771531100,SMS,Jeffrey Cabrera,Michelle Curtis,Class 5,A,Class 5-A,S.Althaf Hussain
S209,David Bartlett,S209,67.37,10,59,69,C,Female,13,OBC,Yes,Primary,"<₹10,000",Yes,12,No,55.16,2,Govt School ShikshaLens,Anantapur,56,No,Yes,Yes,9419246503,WhatsApp,Martin Cochran,Patricia Stuart,Class 5,A,Class 5-A,S.Althaf Hussain
S210,Trevor Bush,S210,67.69,30,56,86,A,Male,14,OBC,No,Secondary,>₹20k,Yes,2,No,71.35,2,Govt School ShikshaLens,Anantapur,33,Yes,Yes,No,9143247463,SMS,Anthony Chan,Diana Hines,Class 5,A,Class 5-A,S.Althaf Hussain
S211,Kristen Richardson,S211,41.88,22,44,66,C,Female,11,SC,Yes,Primary,"<₹10,000",No,7,Yes,87.22,2,Govt School ShikshaLens,Anantapur,57,No,Yes,No,9216456682,SMS,Colton Hicks,Jasmine Silva,Class 5,A,Class 5-A,S.Althaf Hussain
S212,Judith Martin,S212,40.1,10,44,54,C,Male,10,ST,No,Secondary,>₹20k,No,0,No,100,1,Govt School ShikshaLens,Anantapur,33,Yes,No,No,9925714196,SMS,Derek Hernandez,Catherine Weiss,Class 5,A,Class 5-A,S.Althaf Hussain
S213,Troy Bowers,S213,40.66,12,26,38,D,Female,12,SC,Yes,Secondary,"<₹10,000",No,7,No,100,1,Govt School ShikshaLens,Anantapur,34,Yes,No,No,9394435754,WhatsApp,Dylan Trujillo,Joan Cortez,Class 5,A,Class 5-A,S.Althaf Hussain
S214,Jennifer Clark,S214,74.81,39,58,97,A,Male,12,OBC,Yes,Secondary,>₹20k,Yes,3,No,100,4,Govt School ShikshaLens,Anantapur,57,Yes,No,No,9329097422,WhatsApp,Daniel Ramos,Carla Howard,Class 5,A,Class 5-A,S.Althaf Hussain
S215,Crystal Cook,S215,87.42,36,52,88,A,Female,13,General,No,Secondary,"<₹10,000",Yes,5,No,100,1,Govt School ShikshaLens,Anantapur,29,Yes,Yes,No,9390102359,SMS,Timothy Haney,Mary Richards,Class 5,A,Class 5-A,S.Althaf Hussain
S216,Lori Miller,S216,99.63,31,57,88,A,Male,14,General,No,,₹10–20k,Yes,14,Yes,79.22,3,Govt School ShikshaLens,Anantapur,43,No,Yes,Yes,9729137330,WhatsApp,Mark Brown,Michelle Fuentes,Class 5,A,Class 5-A,S.Althaf Hussain
S217,Tammy Ruiz,S217,75.83,17,24,41,D,Female,14,SC,No,,>₹20k,Yes,14,No,100,3,Govt School ShikshaLens,Anantapur,31,No,Yes,Yes,9027824235,SMS,Brian Solis,Christine Travis,Class 5,A,Class 5-A,S.Althaf Hussain
S218,Emily Goodman,S218,94.96,35,46,81,B,Female,14,OBC,Yes,Secondary,"<₹10,000",No,3,Yes,100,2,Govt School ShikshaLens,Anantapur,29,Yes,Yes,Yes,9915715259,SMS,Randy Harris,Erica Williamson,Class 5,A,Class 5-A,S.Althaf Hussain
S219,Gina Perez,S219,57.33,32,45,77,B,Female,12,General,No,,>₹20k,No,11,No,66.39,1,Govt School ShikshaLens,Anantapur,32,No,Yes,Yes,9852225000,WhatsApp,John Flores,Katherine Freeman,Class 5,A,Class 5-A,S.Althaf Hussain
S220,Nathaniel Montgomery,S220,88.02,20,31,51,C,Male,13,ST,Yes,,₹10–20k,No,3,Yes,61.27,3,Govt School ShikshaLens,Anantapur,24,No,Yes,Yes,9070596494,WhatsApp,William Burke,Amanda Taylor,Class 5,A,Class 5-A,S.Althaf Hussain
S221,Jeffrey Smith,S221,78.25,19,47,66,C,Female,11,OBC,No,Secondary,>₹20k,Yes,8,Yes,88.84,2,Govt School ShikshaLens,Anantapur,48,No,No,No,9137798236,SMS,Rodney Stafford,Mary Ryan,Class 5,A,Class 5-A,S.Althaf Hussain
S222,Donna Peterson,S222,65.59,13,42,55,C,Male,10,OBC,Yes,,>₹20k,Yes,0,No,70.09,2,Govt School ShikshaLens,Anantapur,59,No,Yes,No,9557162259,WhatsApp,Cory Oliver,Ashley Monroe,Class 5,A,Class 5-A,S.Althaf Hussain
S223,Adam Sanchez,S223,51.25,30,28,58,C,Male,11,SC,Yes,Primary,>₹20k,No,3,Yes,100,0,Govt School ShikshaLens,Anantapur,45,Yes,Yes,Yes,9707309035,WhatsApp,Christopher Cole,Heather Ross,Class 5,A,Class 5-A,S.Althaf Hussain
S224,Ryan Bailey,S224,59.82,34,45,79,B,Male,12,ST,Yes,,>₹20k,No,5,Yes,46.9,1,Govt School ShikshaLens,Anantapur,26,No,No,No,9518558050,SMS,Thomas Anderson,Jennifer Long,Class 5,A,Class 5-A,S.Althaf Hussain
S225,Dr. Micheal Baird MD,S225,94.05,26,43,69,C,Female,10,SC,No,,>₹20k,Yes,6,Yes,63.63,3,Govt School ShikshaLens,Anantapur,25,No,No,Yes,9365278987,SMS,Sean Pitts,Shawna Morrison,Class 5,A,Class 5-A,S.Althaf Hussain
S226,Corey Peterson,S226,64.23,35,47,82,B,Female,11,SC,No,Secondary,₹10–20k,No,4,Yes,98.12,0,Govt School ShikshaLens,Anantapur,26,No,Yes,No,9482750043,SMS,Harold Figueroa,Ashley Richards,Class 5,B,Class 5-B,K.Venu Gopal
S227,Mrs. Michelle Willis,S227,74.44,29,41,70,B,Male,13,ST,Yes,Secondary,"<₹10,000",No,14,Yes,88.59,4,Govt School ShikshaLens,Anantapur,59,No,Yes,Yes,9535008544,WhatsApp,David Miller,Lauren Murray,Class 5,B,Class 5-B,K.Venu Gopal
S228,Mark Jackson,S228,100,22,49,71,B,Female,12,SC,No,,₹10–20k,No,10,No,81.18,2,Govt School ShikshaLens,Anantapur,51,No,Yes,Yes,9302104065,WhatsApp,Justin Horton,Rita Price,Class 5,B,Class 5-B,K.Venu Gopal
S229,Timothy Adams,S229,100,38,49,87,A,Female,12,SC,Yes,,"<₹10,000",Yes,1,No,68.53,0,Govt School ShikshaLens,Anantapur,33,No,Yes,No,9054930149,SMS,David Saunders,Rebecca Collins,Class 5,B,Class 5-B,K.Venu Gopal
S230,Faith Harvey,S230,78.52,31,47,78,B,Female,10,SC,Yes,Secondary,>₹20k,No,1,No,100,2,Govt School ShikshaLens,Anantapur,23,Yes,No,No,9853514394,WhatsApp,Calvin Mcdonald,Tanya King,Class 5,B,Class 5-B,K.Venu Gopal
S231,Bob Castro,S231,79.35,16,22,38,D,Female,11,General,Yes,Primary,>₹20k,No,9,Yes,74.9,2,Govt School ShikshaLens,Anantapur,53,Yes,No,No,9557629251,WhatsApp,Michael Higgins,Kathleen Nichols,Class 5,B,Class 5-B,K.Venu Gopal
S232,Amy Cunningham,S232,69.57,37,51,88,A,Male,11,General,No,Primary,"<₹10,000",Yes,6,No,78.61,4,Govt School ShikshaLens,Anantapur,27,No,No,No,9875903641,SMS,Ryan Little,Kendra Conley,Class 5,B,Class 5-B,K.Venu Gopal
S233,Michael Gutierrez,S233,85.83,38,27,65,C,Female,10,SC,Yes,Secondary,>₹20k,No,14,Yes,57.42,4,Govt School ShikshaLens,Anantapur,22,Yes,Yes,No,9183085932,WhatsApp,Matthew Evans,Monique Jackson,Class 5,B,Class 5-B,K.Venu Gopal
S234,Alexander Everett,S234,77.15,17,53,70,B,Male,12,General,Yes,Primary,>₹20k,Yes,7,Yes,99.57,2,Govt School ShikshaLens,Anantapur,35,No,No,Yes,9443412542,SMS,Ronnie Chapman,Katherine Nunez,Class 5,B,Class 5-B,K.Venu Gopal
S235,Bradley Prince,S235,99.7,30,33,63,C,Female,11,OBC,Yes,Primary,₹10–20k,Yes,6,No,59.86,1,Govt School ShikshaLens,Anantapur,26,No,Yes,No,9979385858,WhatsApp,Matthew Harrington,Melanie Shaffer,Class 5,B,Class 5-B,K.Venu Gopal
S236,Joseph Mills,S236,85.33,25,38,63,C,Female,13,SC,No,,₹10–20k,No,12,No,89.34,3,Govt School ShikshaLens,Anantapur,37,No,Yes,No,9340419907,WhatsApp,David Weiss,Elizabeth Jacobson,Class 5,B,Class 5-B,K.Venu Gopal
S237,Heather Warren,S237,56.38,11,22,33,D,Female,13,SC,No,,>₹20k,No,3,No,63.67,4,Govt School ShikshaLens,Anantapur,56,No,Yes,No,9766803374,SMS,Thomas Chapman,Marisa Blair,Class 5,B,Class 5-B,K.Venu Gopal
S238,Fred House,S238,93.7,11,54,65,C,Female,13,OBC,No,Primary,"<₹10,000",Yes,9,Yes,36.6,3,Govt School ShikshaLens,Anantapur,43,Yes,Yes,Yes,9260337343,SMS,Eric Bond,Jennifer Miller,Class 5,B,Class 5-B,K.Venu Gopal
S239,Sharon Fernandez,S239,77.5,36,42,78,B,Male,10,General,Yes,,"<₹10,000",No,1,No,60.48,2,Govt School ShikshaLens,Anantapur,36,Yes,Yes,No,9701038300,WhatsApp,Dustin Henry,Shari Moore,Class 5,B,Class 5-B,K.Venu Gopal
S240,Clinton Walker,S240,79.62,22,44,66,C,Female,10,General,No,Secondary,"<₹10,000",Yes,5,Yes,45.8,2,Govt School ShikshaLens,Anantapur,23,Yes,No,Yes,9987450363,SMS,Carlos Hardy,Tanya Rivas,Class 5,B,Class 5-B,K.Venu Gopal
S241,Samantha Black,S241,91.55,15,37,52,C,Female,14,OBC,Yes,Primary,"<₹10,000",Yes,9,Yes,100,3,Govt School ShikshaLens,Anantapur,57,No,No,No,9688603957,WhatsApp,Jeremy Zhang,Lori Bailey,Class 5,B,Class 5-B,K.Venu Gopal
S242,Ryan Oliver,S242,72.77,15,31,46,D,Male,14,OBC,No,,₹10–20k,No,9,Yes,66.42,4,Govt School ShikshaLens,Anantapur,46,Yes,Yes,No,9849080318,WhatsApp,Aaron Lewis,Brandi Arnold,Class 5,B,Class 5-B,K.Venu Gopal
S243,Rachel Miller,S243,99.31,34,26,60,C,Male,11,General,No,Secondary,>₹20k,No,12,Yes,100,0,Govt School ShikshaLens,Anantapur,45,Yes,Yes,No,9347464644,SMS,Timothy Ballard,Holly Chapman,Class 5,B,Class 5-B,K.Venu Gopal
S244,Angela Joseph,S244,96.06,23,21,44,D,Male,13,SC,No,,"<₹10,000",No,5,No,70.09,2,Govt School ShikshaLens,Anantapur,20,No,No,Yes,9066705490,SMS,Brian Khan,Miranda Arellano,Class 5,B,Class 5-B,K.Venu Gopal
S245,Brittney Fisher,S245,77.8,35,48,83,B,Female,14,SC,Yes,Secondary,>₹20k,No,10,Yes,64.89,2,Govt School ShikshaLens,Anantapur,55,Yes,Yes,Yes,9513443905,SMS,Timothy Martin,Diane Castro,Class 5,B,Class 5-B,K.Venu Gopal
S246,Michelle Miller,S246,60.36,12,53,65,C,Female,14,SC,No,Primary,>₹20k,No,7,Yes,100,0,Govt School ShikshaLens,Anantapur,55,No,No,Yes,9984884002,SMS,John Frazier,Tina Martinez,Class 5,B,Class 5-B,K.Venu Gopal
S247,Tara Schneider,S247,56.52,29,36,65,C,Male,12,General,Yes,,"<₹10,000",No,12,Yes,82.9,2,Govt School ShikshaLens,Anantapur,53,Yes,No,Yes,9486869229,SMS,Ronald Davis,Kristin Hurley,Class 5,B,Class 5-B,K.Venu Gopal
S248,Karen Scott,S248,67.8,18,28,46,D,Female,10,OBC,Yes,Primary,"<₹10,000",No,0,Yes,100,0,Govt School ShikshaLens,Anantapur,59,Yes,Yes,Yes,9048629555,WhatsApp,Scott Vaughn,Courtney Elliott,Class 5,B,Class 5-B,K.Venu Gopal
S249,Desiree Davis,S249,51.63,12,56,68,C,Female,13,ST,Yes,,"<₹10,000",Yes,11,No,71.99,2,Govt School ShikshaLens,Anantapur,49,Yes,No,No,9957062174,WhatsApp,Joseph Castillo,Amber Greene,Class 5,B,Class 5-B,K.Venu Gopal
S250,Samantha Kelly,S250,89.79,26,36,62,C,Female,11,OBC,No,,>₹20k,Yes,8,No,68.11,0,Govt School ShikshaLens,Anantapur,31,No,Yes,Yes,9896382881,SMS,Eric Williams,Samantha Wallace,Class 5,B,Class 5-B,K.Venu Gopal
S251,Christopher Carter,S251,90.97,17,50,67,C,Male,14,SC,No,Primary,>₹20k,No,0,No,82.39,4,Govt School ShikshaLens,Anantapur,35,No,No,Yes,9295976645,SMS,Colin Jimenez,April Walker,Class 6,A,Class 6-A,I.Krishnadev
S252,Theresa Barber,S252,68.19,34,31,65,C,Male,12,ST,No,Primary,₹10–20k,Yes,9,Yes,92.66,0,Govt School ShikshaLens,Anantapur,45,Yes,No,Yes,9262781292,SMS,Charles Nunez,Angela Clay,Class 6,A,Class 6-A,I.Krishnadev
S253,Adam Wright,S253,87.28,23,34,57,C,Female,14,OBC,Yes,Primary,₹10–20k,Yes,6,Yes,82.68,0,Govt School ShikshaLens,Anantapur,27,No,No,Yes,9324017094,SMS,Brian Mathis,Krystal Marsh,Class 6,A,Class 6-A,I.Krishnadev
S254,Michael Jackson,S254,91.94,16,54,70,B,Male,11,OBC,No,Secondary,₹10–20k,Yes,10,No,78.39,1,Govt School ShikshaLens,Anantapur,58,No,No,No,9747655456,WhatsApp,Darren Parker,Mrs. Lisa Knight,Class 6,A,Class 6-A,I.Krishnadev
S255,Sharon Cruz,S255,76.44,12,53,65,C,Female,12,General,No,Secondary,₹10–20k,No,4,Yes,70.75,2,Govt School ShikshaLens,Anantapur,59,Yes,No,Yes,9603857319,WhatsApp,John Walker,Melissa Martin,Class 6,A,Class 6-A,I.Krishnadev
S256,Dana Davis,S256,43.8,16,34,50,C,Female,10,General,No,,"<₹10,000",Yes,3,No,54.32,4,Govt School ShikshaLens,Anantapur,41,No,Yes,Yes,9055337035,WhatsApp,Michael Gonzalez,Kimberly Sanchez,Class 6,A,Class 6-A,I.Krishnadev
S257,Kimberly Rodriguez,S257,90.48,25,21,46,D,Female,12,ST,Yes,,>₹20k,Yes,9,No,50.29,1,Govt School ShikshaLens,Anantapur,49,No,Yes,Yes,9204036387,SMS,Michael Stewart,Donna Mccoy,Class 6,A,Class 6-A,I.Krishnadev
S258,Anthony Parker,S258,84.61,36,58,94,A,Female,13,General,Yes,Secondary,₹10–20k,No,12,No,76.56,0,Govt School ShikshaLens,Anantapur,48,No,No,No,9386165467,WhatsApp,Stanley Montgomery,Lisa Carter,Class 6,A,Class 6-A,I.Krishnadev
S259,Jordan Austin,S259,74.64,25,29,54,C,Female,10,ST,No,Secondary,₹10–20k,No,14,No,68.9,3,Govt School ShikshaLens,Anantapur,24,Yes,Yes,Yes,9280004069,WhatsApp,Nicholas Williams,Dr. Emily Burke,Class 6,A,Class 6-A,I.Krishnadev
S260,Jessica Palmer,S260,47.08,27,23,50,C,Female,11,General,Yes,Secondary,₹10–20k,No,13,Yes,74.01,4,Govt School ShikshaLens,Anantapur,44,No,No,No,9494811370,SMS,Ryan Murphy,Dr. Samantha Garcia,Class 6,A,Class 6-A,I.Krishnadev
S261,Chase George,S261,81.9,24,28,52,C,Female,10,General,Yes,Primary,>₹20k,No,8,Yes,75.01,3,Govt School ShikshaLens,Anantapur,31,Yes,Yes,Yes,9442802779,SMS,Steven Willis,Samantha Davis,Class 6,A,Class 6-A,I.Krishnadev
S262,Crystal Wright,S262,83.45,16,43,59,C,Male,12,ST,Yes,,₹10–20k,No,13,No,49.35,4,Govt School ShikshaLens,Anantapur,53,No,Yes,Yes,9571458801,WhatsApp,Robert Reese,Nicole Jones,Class 6,A,Class 6-A,I.Krishnadev
S263,Victoria Russell,S263,92.51,22,29,51,C,Male,12,ST,No,Primary,"<₹10,000",Yes,1,No,100,0,Govt School ShikshaLens,Anantapur,45,Yes,Yes,Yes,9206085476,WhatsApp,Ricardo White,Andrea Turner,Class 6,A,Class 6-A,I.Krishnadev
S264,Veronica Wright,S264,82.03,31,42,73,B,Female,10,SC,No,,"<₹10,000",No,8,No,90.16,2,Govt School ShikshaLens,Anantapur,39,No,Yes,Yes,9100395400,WhatsApp,Travis Reynolds,Kathleen Summers,Class 6,A,Class 6-A,I.Krishnadev
S265,Janet Casey,S265,96.31,39,36,75,B,Female,12,OBC,No,,>₹20k,Yes,2,Yes,68.59,4,Govt School ShikshaLens,Anantapur,44,No,No,Yes,9960774744,SMS,Jared Mccoy,Julie Gutierrez MD,Class 6,A,Class 6-A,I.Krishnadev
S266,Michael Meyer,S266,98.21,11,30,41,D,Male,10,General,No,Secondary,₹10–20k,Yes,7,No,100,2,Govt School ShikshaLens,Anantapur,47,No,Yes,Yes,9630325223,SMS,Michael Cohen,Victoria Smith,Class 6,A,Class 6-A,I.Krishnadev
S267,Jennifer Oneill,S267,65.93,11,31,42,D,Female,11,ST,No,,>₹20k,Yes,8,No,79.38,0,Govt School ShikshaLens,Anantapur,24,Yes,Yes,No,9057656107,SMS,Benjamin Morris,Ashley Edwards,Class 6,A,Class 6-A,I.Krishnadev
S268,Natalie Peters,S268,61.41,37,34,71,B,Female,12,General,Yes,Secondary,>₹20k,No,4,No,99.5,1,Govt School ShikshaLens,Anantapur,37,No,No,Yes,9382049366,WhatsApp,Joseph Williamson,Olivia Williams,Class 6,A,Class 6-A,I.Krishnadev
S269,Victoria Gonzales,S269,67.24,26,59,85,A,Female,14,General,No,,>₹20k,No,13,Yes,84.48,4,Govt School ShikshaLens,Anantapur,22,No,Yes,No,9764157523,SMS,Bruce Davis,Jamie Hinton,Class 6,A,Class 6-A,I.Krishnadev
S270,Jessica Ferguson,S270,94.86,36,32,68,C,Female,14,SC,No,,₹10–20k,Yes,0,No,57.36,2,Govt School ShikshaLens,Anantapur,35,No,Yes,Yes,9093734690,SMS,Jonathan Cox,Cheryl Clark,Class 6,A,Class 6-A,I.Krishnadev
S271,Randy Hall,S271,88.99,36,32,68,C,Female,12,OBC,No,,₹10–20k,Yes,12,No,88.43,0,Govt School ShikshaLens,Anantapur,55,No,Yes,No,9444325176,WhatsApp,David Castro,Christina Patel,Class 6,A,Class 6-A,I.Krishnadev
S272,Karen Davis,S272,95.73,16,24,40,D,Male,12,General,Yes,Primary,"<₹10,000",Yes,12,Yes,92.97,1,Govt School ShikshaLens,Anantapur,50,No,No,Yes,9067932588,SMS,Russell Gardner,Sheila Campbell,Class 6,A,Class 6-A,I.Krishnadev
S273,Kathleen Ruiz,S273,72.49,20,49,69,C,Female,11,SC,No,Secondary,"<₹10,000",Yes,3,No,82.93,1,Govt School ShikshaLens,Anantapur,33,No,Yes,No,9114860711,SMS,Ethan Santos,Kimberly Crawford,Class 6,A,Class 6-A,I.Krishnadev
S274,Denise Nash,S274,62.84,11,51,62,C,Female,14,ST,No,Secondary,>₹20k,No,13,No,97.25,2,Govt School ShikshaLens,Anantapur,36,No,Yes,No,9344311586,SMS,Patrick Green,Courtney Ray,Class 6,A,Class 6-A,I.Krishnadev
S275,Rebecca Smith,S275,70.75,33,54,87,A,Female,12,SC,Yes,Secondary,"<₹10,000",No,13,No,62.36,1,Govt School ShikshaLens,Anantapur,51,No,No,No,9391932454,SMS,Richard Roman,Patricia Shaw,Class 6,A,Class 6-A,I.Krishnadev
S276,Karen Villanueva,S276,69.73,24,49,73,B,Male,14,General,Yes,Primary,"<₹10,000",Yes,12,No,100,3,Govt School ShikshaLens,Anantapur,39,No,No,Yes,9680039397,WhatsApp,Richard Perry,Mrs. Rachel Wright DVM,Class 6,B,Class 6-B,D.Sunil Sharma
S277,Charlotte Williams,S277,68.3,36,36,72,B,Male,13,SC,Yes,Primary,"<₹10,000",No,5,Yes,83.88,0,Govt School ShikshaLens,Anantapur,29,No,No,Yes,9849030118,WhatsApp,David Pitts,Katelyn Diaz,Class 6,B,Class 6-B,D.Sunil Sharma
S278,Miss Melissa Myers,S278,64.57,33,37,70,B,Male,11,ST,Yes,Primary,>₹20k,No,13,Yes,79.17,4,Govt School ShikshaLens,Anantapur,31,No,No,Yes,9011325589,SMS,Charles Torres,Jennifer Gonzales,Class 6,B,Class 6-B,D.Sunil Sharma
S279,Alison Mitchell,S279,66.62,38,31,69,C,Female,14,General,Yes,Secondary,"<₹10,000",No,10,No,87.54,0,Govt School ShikshaLens,Anantapur,25,Yes,No,Yes,9317217932,WhatsApp,Andrew Weber,Nicole Alvarez,Class 6,B,Class 6-B,D.Sunil Sharma
S280,Daniel Torres,S280,92.05,20,42,62,C,Male,11,ST,Yes,Secondary,"<₹10,000",No,1,No,70.86,1,Govt School ShikshaLens,Anantapur,48,No,No,Yes,9470477095,WhatsApp,Joshua Gibson,Ashley Novak,Class 6,B,Class 6-B,D.Sunil Sharma
S281,Mario Moon,S281,76.33,38,48,86,A,Female,12,ST,No,,>₹20k,Yes,3,Yes,100,1,Govt School ShikshaLens,Anantapur,33,Yes,Yes,Yes,9592609167,SMS,Daniel Estes,Pamela Thompson,Class 6,B,Class 6-B,D.Sunil Sharma
S282,Cheryl West,S282,67.74,12,36,48,D,Female,13,OBC,No,,"<₹10,000",Yes,7,Yes,72.91,3,Govt School ShikshaLens,Anantapur,48,Yes,Yes,No,9635873300,WhatsApp,Jerry Garrett,Angela Smith,Class 6,B,Class 6-B,D.Sunil Sharma
S283,Samantha Lee,S283,73.28,36,39,75,B,Female,12,ST,Yes,,"<₹10,000",Yes,8,Yes,92.67,4,Govt School ShikshaLens,Anantapur,22,No,Yes,No,9122358216,WhatsApp,Scott Sims,Kristi Higgins,Class 6,B,Class 6-B,D.Sunil Sharma
S284,Pamela Myers,S284,58.25,15,34,49,D,Female,11,SC,No,Primary,"<₹10,000",Yes,12,No,56.57,2,Govt School ShikshaLens,Anantapur,44,Yes,No,Yes,9721672704,SMS,Carlos Powers,Cynthia Brown,Class 6,B,Class 6-B,D.Sunil Sharma
